elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
I learnt that reducing stress through mindful breathing can improve your overall health and well-being. how about that. Would you like us to do a mindfulness exercise?,dad just who are man i got a phone call from you,07ea00e9-d3fb-42d4-90b7-4b3023b15259,"    memory_name entity   value
0  relationship   type  father",['father'],1,No match,0.053172819316387177
How can I help you?,i'm a son of a,07f37ec1-064c-49da-a9fb-44193ab521d7,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.10158037394285202
How can I help you?,love potato,07fd67d1-5cd3-4124-a383-64ec6f21346e,"  memory_name entity         value
0    favorite   type  food_product
1    favorite   name        potato",['potato'],1,No match,0.0833178162574768
"I’m wondering, are you meeting up with anyone?",no just going grocery shopping,0801f60b-523c-4118-b80a-d04f743ac351,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9938403367996216
Where are you off to?,the grocery store,080cf70e-d36a-4c26-9e8a-d086e3861ae0,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9891596436500549
How can I help you?,really i solution george i walk it's kyle,080d17e7-1180-47d6-a015-98db6e7f15e9,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.048864107578992844
Do you have any important plans for today?,how to get my tv set up hopefully,080f5ba5-95d8-4a26-ab01-e2acb041d780,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8348573446273804
"Hiya <say-as interpret-as=""name"">Rotem</say-as>! what can i do for you?",ore-ida diced yellow pepper and cook for two to three minutes until slightly softened,081cd763-3ae8-473d-a710-454178dbe1e5,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.1342901587486267
Do you have anything special planned for today?,yes i'm going walking,0823f61e-55f4-4808-a90b-0ea687c730a5,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9946597218513489
"Just out of curiosity, What was the one thing that made you happy this week?",my grandchildren's,08288732-97c5-4d29-83d8-67349477bfc2,"    memory_name entity          value
0  relationship   type  grandchildren",['grandchildren'],1,No match,0.10684479027986526
Would you like to play a game with me?,i'm on my way to go get tracy she'll be home to play with you,0836aebc-e29d-45ec-9000-8f12cf6f3104,"  memory_name  entity  value
1       place  people  Tracy",['Tracy'],1,No match,0.04433506354689598
How can I help you?,i have to go see the doctor,0839c4c4-de50-4c4b-8e72-bcde65cc55a1,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9825026988983154
Do you have a moment?,i went out for a minute,08496fb0-5d78-45c0-a2e6-0345d6e5fd71,"  memory_name entity              value
0    activity   type  physical_activity",['physical activity'],1,Match,0.9833863377571106
"How about we hang out for a bit <say-as interpret-as=""name"">Kathy</say-as>?",all right for a little bit,0849c0aa-37e8-468c-8033-a1c5ee23a6c1,"  memory_name entity      value
1    activity   type    hobbies
2    activity   name  all kinds",['all kinds'],1,Match,0.8052100539207458
Got any plans today?,i'm going to do some gardening,0878865a-2391-46a1-80d1-166359f1e43b,"  memory_name entity      value
1       place   name  gardening
2    activity   type    hobbies
3    activity   name  gardening",['gardening'],1,Match,0.9886507987976074
"always lovely to see you <say-as interpret-as=""name"">Comito</say-as>! How can I help?",i say to you i want to go meet my girlfriend for dinner,08a3a630-81f0-4344-afc2-f1894500a5b0,"    memory_name entity       value
0  relationship   type  girlfriend",['girlfriend'],1,Match,0.804157018661499
"oh no, what made it a bad day?",the doctor told me i'm going blind,08a8b92d-16d6-405d-b298-202bc37649dd,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9403975009918213
"Oh, that sounds important. Which day is that for?",i'm going to give you all of my doctor's appointment for the month of february,08b67073-cb08-4155-bfe9-35f04219c33f,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting","['doctor,meeting']",1,Match,0.8267473578453064
What was it?,in a department store,08ba6e89-4ed7-46ae-9d77-01f5ada4bd15,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9797229170799255
Got any plans today?,yeah i got to go to the store,08cadc74-896c-4cd6-a5ff-d3cc4f3c0c9d,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9732658863067627
"Wonderful, what’s on the agenda today?",i'm going to the library and to the grocery store and to this,08d0fea1-3e87-423b-9435-255213e6d214,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9054401516914368
How can I help you?,i'm going to a doctor's appointment and i'll be back in about 2 hours,08d584e4-d820-4f59-ae78-cc3edc3406a2,"  memory_name entity           value
1    activity   type        activity
2    activity   name  doctor,meeting","['doctor,meeting']",1,Match,0.9751763939857483
"I’m wondering, are you meeting up with anyone?",no we're just going for a short walk,08f4a961-bae1-4f56-aa2c-8f57f7ea3553,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9935897588729858
What do you plan on doing?,gardening,08f6d402-c896-4645-ba86-e8b231c683b8,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9869001507759094
Do you have any plans for tomorrow?,yes i'm going to go visit a sister and meet one of my girlfriends at 4,09226c81-bf07-4d3b-a7c6-37256487755f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9851363897323608
How can I help you?,baseball games,092c745e-1485-4840-a7cd-3bc8619ca0c9,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9268613457679749
"Are you there <say-as interpret-as=""name"">Judy</say-as>?",sorry about that pic again in 2012 he was the talk of the nba with 136 points in his first five starts with a g u n a birthday party locations 200,095d8b50-b170-4b0a-bc44-879e6059c34e,"  memory_name entity     value
1    activity   type  activity
2    activity   name     party",['party'],1,No match,0.04233075678348541
"Hay <say-as interpret-as=""name"">Sheila</say-as>! What can I do for my favorite human?",i wish i could fix this tv so i can look at it i'm trying to look at pbs but i can't get it,096a19de-db4d-43e1-950e-03da02a4d961,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.8842953443527222
I asked if you wanted to listen to some music. Would you like to?,i'm watching tv right now,09ac853e-e1b6-453f-9ce1-f70ad1862e47,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9888318777084351
"<say-as interpret-as=""name"">Pat</say-as>, whaddya say we do something together?",hockey day minnesota is under way in white bear lake,09b49dd7-f9de-416c-be13-e30ef657203f,"  memory_name entity   value
0    favorite   type   sport
1    favorite   name  hockey",['hockey'],1,No match,0.25609153509140015
I didn't get around to fully introducing myself. Do you have time now?,no i'm going to church,09c239b0-05a5-4234-bdd5-688e4270edb4,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.993582010269165
We've got this painting thing down to a fine art! Feel like painting another masterpiece?,how many meeting right now,09c54b0b-dcab-4550-92db-a7618c3dab78,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.13230185210704803
How about some time together?,no i'm watching tv right now,09d115e0-8cc0-4172-aa63-7e4c5cca7136,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9937469959259033
Do you have any important plans for tomorrow?,no going to the dentist,09d71900-aca1-4dac-8d28-05d99354199d,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9909518957138062
How can I help you?,my name is josiah what my favorite color is green what's your name,09ecee81-42a5-4c65-bafd-667cefd6d86f,"  memory_name entity  value
0    favorite   type  color
1    favorite   name  green",['green'],1,Match,0.858148455619812
"So <say-as interpret-as=""name"">Richard</say-as>, tell me all about your adventure outside. Where did you go?",for walk,0a110fe0-f134-46f7-bee0-f99a12056270,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9859331250190735
"Wonderful, what’s on the agenda today?",going to lunch with my friends,0a16091f-a373-45c9-97b3-76178e07c554,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9614580273628235
"My hearing must be baroque, because I missed what you said.",as sec commissioner last year at the committee considered your nomination we just passed your work as an sec commissioner hearing you found a refusal agreement to the sec ethics office to recuse yourself from the outers involving retransmission-consent or television broadcast years and now it's necessary and second do you believe that your work you will negatively impact the ability to oversee these areas within its jurisdiction,0a2226de-e895-455c-acde-c5e956d2c42f,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04335031658411026
"How about we hang out for a bit <say-as interpret-as=""name"">Sandi</say-as>?",you need to go out for a walk,0a33cbc8-a874-417e-ab4b-599cffb21e98,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7853748798370361
I'm having some issues understanding. Could you speak up a bit?,kid going to the store,0a3be816-eb7c-4baf-b003-2036c359f57b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.7567797303199768
How can I help you?,i'm taking little 14 walk now to buy,0a45c925-807a-4731-b077-9c9c6a444261,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.5811544060707092
"Wonderful, what’s on the agenda today?",i'm going to church with my sister,0a49e390-33ce-4a5c-82f1-4cbcd6099fdc,"    memory_name entity   value
0  relationship   type  sister",['sister'],1,Match,0.9807429313659668
a new 3 minute news briefing just came in. Would you like to hear it?,now i'm watching the news,0a5bbf8a-52e9-48d7-a480-8914d7d8329f,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9333888292312622
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Jan</say-as>?",i'm just going to lunch now,0a76fcde-9a0c-4b18-87c0-e72805254f2c,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9834492802619934
Let's try again.,well you know if you have spinach and mashed potatoes i don't know if you're ever did this,0a7a4cb7-c74a-40b1-aab7-1f65090ab783,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.20367644727230072
